"koordinate "	"id. Broj"	"naziv djela"	"ime autora"	"prezime autora"	"godina nastanka"	"tehnika"	"format"	"vlasnik"	"link vlasnik"	"foto kredits"	"glavni narativ uz djelo )pojavljije se kao prvi pasus)"	"sekundarni narativ uz djelo, slijedi nakon prvog, služi obično da se povežu pojedine tačke"	"narativ za koji se veže. Ako ih ima više razdvojiti ih sa tačka zarez, npr: Miunović Milo;Boka kotorska; ovo se pojavljuje nakon teksta o jedinici "	"Column2"	"Column3"	"Column4"	"Column5"
"42.42232711086922, 18.774626287343708"	1570	"Put Njeguši Kotor"	"Petar"	"Lubarda"		"pastel"					"Pogled na put ka Njegušima sa Tvrđave Svetog Ivana sveden je na snažan, gotovo apstraktan zapis krševitog reljefa. Krivudava linija starog pješačkog puta presijeca masiv stijena i postaje glavni nosilac kompozicije, naglašavajući dramatičan pad terena i izražen osjećaj dubine. Koloristički kontrasti toplih okera i hladnih plavičastih tonova dodatno pojačavaju napetost prizora. "		"Kotor"				
"42.45569334248015, 18.527103322189998"	1571	"Škola u Toploj"	"Petar"	"Lubarda"		"akvarel"					"Njegoševa škola prikazana je u toploj tonalnosti, kao jednostavan i neposredan zapis urbane arhitekture. Bez posebnih likovnih akcenata ili naglašene dramatizacije, prizor ostaje sveden i gotovo intiman. Kao motiv, ova građevina zanimljiva je umjetnicima prije svega zbog simboličkog značenja njenog najpoznatijeg učenika."		"Herceg Novi"				
"42.4026217288267, 18.899495197777"	1572	"Bajice"	"Milo"	"Milunović"		"akvarel"					"Nepretenciozna i izuzetno tačna reprezentacija pejzaža, izvedena ekspresivno i slobodno. Uprkos svedenoj tehnici i prividnoj jednostavnosti, crtež precizno hvata prostorne odnose i svjetlosne vrijednosti prizora. Siguran potez i ekonomija izraza svjedoče o zrelom likovnom jeziku autora. "		"Cetinje"				
"42.45358019903963, 18.749022633610924"	1573	"Prčanj"	"Milo"	"Milunović"		"akvarel"					"Pogled sa mula ispod Župne crkve u Prčanju, u pravcu zapada prema Stolivu, prikazan je kroz smirenu, gotovo intimnu kompoziciju. Arhitektura uz obalu svedena je na osnovne volumene i plohe boje, dok planinski masiv u pozadini zatvara prostor mekim, svjetlosno ublaženim obrisima."		"Kotor"				
"42.42983299141277, 18.826976388655645"	1574	"Njeguši"	"Petar"	"Lubarda"		"akvarel"					"Akvarel prikazuje Njeguše kao prostrano seosko naselje rasuto po blagoj ravnici, s niskim kućama i livadama u prvom planu, iza kojih se uzdižu planinski masivi u plavičastim i sivim tonovima. Prizor je građen prozračnim slojevima boje, s naglaskom na svjetlost i atmosferu. Jednostavne forme i blagi koloristički kontrasti prizoru daju osjećaj smirenosti idealizujući život u planinskom ambijentu."		"Njeguši"				
"42.280878256621925, 18.837931293839322"	1600	"Budva nakon zemljotresa"	"Slobodan Puro"	"Đurić"	1979	"tuš na papiru"	"16x21"				"Ovaj crtež predstavlja neobičan motiv, izgled Starog Grada Budve neposredno nakon razornog zemljotresa iz 1979. godine. Umjesto ekspresivne ili simboličke transformacije prostora, autor ovdje poseže za uzdržanim, gotovo dokumentarnim izrazom, bilježeći urbani ambijent u stanju narušene stabilnosti. Razorene zidine, oštećene fasade i naglašena silueta zvonika sugerišu krhkost istorijske strukture grada. Crtež funkcioniše kao umjetnička bilješka o traumatičnom događaju, spoj ličnog svjedočenja i vizuelnog zapisa."		"Slobodan Puro Đurić; Budva"				
"42.27813705373969, 18.836602042105223"	1601	"Budva"	"Slobodan Puro"	"Đurić"	1992	"ulje na platnu"	"11x29"				"U ovom radu autor postiže ravnotežu između dekorativnosti i prepoznatljivosti motiva. Izvedena u neobično malom i izduženom formatu, slika ukazuje na interesovanje za sažetiji, gotovo znakovni prikazu urbanog motiva. Stari grad Budve sveden je na niz plošno tretiranih kolornih polja, u kojima arhitektura funkcioniše kao ritmički raspoređena masa. Boja je čista i stabilna, s promišljenom upotrebom akcenata, dok kolorit sugeriše svjetlost zalaska sunca, toplu i prigušenu. "		"Slobodan Puro Đurić; Budva"				
"42.48769546597176, 18.69603737459098"	1602	"Gospa od Škrpjela"	"Slobodan Puro"	"Đurić"	2001	"ulje na platnu"	"40x60"				"Ovaj rad predstavlja svođenje motiva na simbol, uz gotovo ilustratorski, posterizovan tretman slike. Prikaz Gospe od Škrpjela lišen je ambijentalnih i narativnih slojeva i sveden na jasno prepoznatljivu siluetu koja lebdi u širokom, tamnom polju boje. Arhitektura ostrva i njen odraz u vodi tretirani su plošno i ritmično, bez gradacije i iluzije dubine, čime motiv poprima ilustratorsku estetiku karakterističnu za savremenu digitalnu vizuelnu produkciju"		"Slobodan Puro Đurić; Perast"				
"42.27759293473597, 18.83809143813611"	1603	"Koralni grad"	"Slobodan Puro"	"Đurić"	1962	"ulje na platnu"	"50x40"				"Ova slika pripada ranom, izrazito ekspresivnom periodu autorovog stvaralaštva u kojem urbani prostor Budve nije predstavljen deskriptivno, već je transponovan u gotovo apstraktnu slikarsku strukturu. Iako je kompozicija snažno redukovana i fragmentisana, nekoliko prepoznatljivih elemenata — ritam vertikala, nagovještaj zvonika i stepeništa sa portalom — omogućava identifikaciju trga kod crkve Svetog Ivana. Grad se ovdje ne pojavljuje kao prizor, već kao doživljaj i unutrašnja arhitektura, izgrađena slojevima boje i slikarske materije. U ovom periodu Đurić oblikuje svoj izraz pod snažnim uticajem savremenih tokova crnogorske i jugoslovenske moderne (Petar Lubarda, Miloš Vušković), što se ogleda u ekspresivnom tretmanu površine i radikalnoj redukciji forme. U kasnijoj fazi stvaralaštva umjetnik se postepeno okreće realističnijem i narativnijem prikazu urbanih prostora, u kojem arhitektura postaje jasnije definisana, ali zadržava fantastični naboj i prepoznatljivo gomilanje urbanističkih elemenata kao osnovno obilježje njegovog zrelog izraza."		"Slobodan Puro Đurić; Budva"				
"42.35651290566061, 19.024001950981518"	1604	"Kuća Ivana Crnojevića"	"Slobodan Puro"	"Đurić"	1974	"ulje na platnu"	"37x30"				"Iako je sasvim izvjesno da autor nije polazio od istorijski tačne identifikacije kuće Ivana Crnojevića, Đurić svjesno poseže za dubljim, mitsko-istorijskim slojem kao narativnim okvirom ove slike. Prikazani objekat vezuje se za boravak Petra I Petrovića Njegoša na Rijeci Crnojevića tokom zimskih mjeseci i, prema predanju, predstavlja najstariji očuvani objekat u varošici, datiran u početak 19. vijeka. Česti prikazi arhitekture u stanju raspadanja i razgradnje u ovom slučaju odgovaraju stvarnom stanju objekata u trenutku nastanka slike. Nakon decenija zapuštenosti, ova kuća je obnovljena u skorije vrijeme."		"Slobodan Puro Đurić; Skadarsko jezero"				
"42.487869413101684, 18.69566198223273"	1605	"Perast"	"Slobodan Puro"	"Đurić"	2006	"ulje na platnu"	"72x100"				"Prikaz jednog od najpoznatijih pejzaža Boke - pogled na Gospu od Škrpjela dat je kroz postupak karakterističan za poznu fazu autorovog rukopisa. Kolorit je stabilan, plošan i precizno artikulisan, čime se prikaz udaljava od realne prostorne logike i poprima izrazito scenografski karakter. Urbani ambijent Perasta transformiše se u pozornicu, ispunjenu namjerno „rasutim“ elementima koji funkcionišu poput pozorišnih rekvizita: miniaturizovana arhitektura, fragmenti fasada, skulpturalni detalji. Svi ovi motivi, preuzeti iz neposrednog okruženja, djeluju kao samostalni znakovi koji grade narativni, simbolički prostor. "		"Slobodan Puro Đurić; Perast"				
"42.27784570478615, 18.83513918178481"	1606	"Stari grad Budva"	"Slobodan Puro"	"Đurić"	2008	"ulje na platnu"	"100x85"	"privatno vlasništvo"		"Geoculture"	"Ova predstava Starog grada Budve objedinjuje elemente karakteristične za različite faze autorovog opusa, stapajući ih u neobično živu kompoziciju u kojoj se arhitektura grada gomila poput stilizovanih maketa ili igračaka. Linearno oivičene forme i plošni tretman boje dodatno naglašavaju geometrizaciju strukture, prizivajući vizuelni jezik modernističkog postera i osjećaj ritmički organizovanog urbanog prostora."		"Slobodan Puro Đurić; Budva"				
"42.314426067866584, 19.158171224366505"	1607	"Žabljak Crnojevića"	"Slobodan Puro"	"Đurić"	1959	"ulje na platnu"	"27x38"	"privatno vlasništvo"		"Geoculture"	"Na slici Žabljaka Crnojevića iz 1959. godine pejzaž je tretiran krajnje svedeno i reduciran na osnovne vizuelne odnose. Tvrđava je predstavljena kao kompaktna, gotovo arhetipska masa, čiji se odraz u mirnoj površini vode jasno udvaja i time pojačava osjećaj izolacije. Dominantni horizontalni potezi organizuju cijelu kompoziciju, povezujući arhitektonsku formu sa vodenom površinom i njenim refleksima, tako da se granica između realnog motiva i njegovog odraza gotovo briše. Prigušena, zemljana paleta i ritam vodoravnih nanosa dodatno naglašavaju meditativni karakter prizora."		"Slobodan Puro Đurić"				
"42.32789157879397, 19.133355073995354"	1608	"Dodoši"	"Slobodan Puro"	"Đurić"	1993	"ulje na platnu"	"60x80"	"privatno vlasništvo"		"Geoculture"	"Na slici je prikazano selo Dodoši, koje je u vrijeme njenog nastanka još uvijek bilo autentično ribarsko naselje uz rijeku Karatunu. Predstava je oblikovana u mirnoj, narativno čitljivoj kompoziciji. Arhitektura je jasno prepoznatljiva i ritmično raspoređena duž obale, dok se kuće sa crvenim krovovima i njihovi odrazi u vodi povezuju u stabilnu, horizontalno organizovanu cjelinu. Koloristički tretman je topao i ujednačen, sa naglašenim kontrastom između naselja, zelenila i vodene površine."		"Slobodan Puro Đurić; Skadarsko jezero"				
"42.32728254598869, 19.133620637197616"	1609	"Selo Dodoši"	"Slobodan Puro"	"Đurić"		"flomaster na papiru"		"privatno vlasništvo"		"Geoculture"	"U odnosu na slikarsku predstavu Dodoša, nastalu u neposrednoj blizini, ovaj crtež nudi analitičniji i dokumentarniji pristup istom motivu. Arhitektura je razložena u jasne, precizno ocrtane volumene, sa naglaskom na konstruktivne odnose kuća, terasa i obale. Dok je slika usmjerena ka atmosferi i kolorističkoj sintezi pejzaža ovaj crtež je više vizuelna evidencija prostora."		"Slobodan Puro Đurić; Skadarsko jezero"				
"42.355855436571716, 19.02445222870818"	1610	"Rijeka Crnojevića"	"Slobodan Puro"	"Đurić"	2000	"ulje na platnu"	"80x100"	"privatno vlasništvo"		"Geoculture"	"Prizor potopljene Rijeke Crnojevića nije slikarska fikcija, već stanje koje se redovno ponavlja u ovoj varošici tokom visokog vodostaja Skadarskog jezera. Umjetnik ga tako i tretira — ne kao dramatičan čin prirodne katastrofe, već kao dio ustaljenog životnog ritma u kojem se priroda i naselje organski prožimaju. Titravi refleksi u vodi, ritmičko smjenjivanje fasada i vertikale ogoljenih stabala grade slikarsku strukturu zasnovanu na ponavljanju, dok bogat kolorit i razlomljeni odrazi prizoru daju osjećaj stalnog kretanja i blage nestabilnosti, brišući jasnu granicu između čvrste arhitekture i promjenjive vodene površine."		"Slobodan Puro Đurić; Skadarsko jezero"				
"42.28439142348015, 18.855392072793663"	1611	"Budva"	"Slobodan Puro"	"Đurić"		"ulje na platnu"	"35x45"	"privatno vlasništvo"		"Geoculture"	"Sveden prikaz Budve u sumrak, gdje se silueta Starog grada i zvonika izdvaja kao tamna masa naspram široko razlivenog neba i mora. Horizontalni pojasevi boje smjenjuju se u u dramatičnom zalasku."		"Slobodan Puro Đurić; Budva"				
"42.2555608865028, 18.895325151265045"	1612	"Sveti Stefan"	"Slobodan Puro"	"Đurić"		"ulje na platnu"	"35x45"	"privatno vlasništvo"		"Geoculture"	"Sveden prikaz Svetog Stefana, oblikovan kroz meke plohe boje i jasnu siluetu ostrva, u kojem dominiraju mirna atmosfera i idealizovana harmonija mora, arhitekture i svjetlosti."		"Slobodan Puro Đurić; Sveti Stefan"				
"42.48777934410345, 18.698372909328707"	1650	"Motiv iz Perasta"	"Filip"	"Janković"	2004	"ulje na platnu"	"37x50"				"Ova slika obrađuje klasičan motiv crnogorskog slikarstva — pogled na otoke ispred Perasta — koji je kroz istoriju bio snažan izvor inspiracije za brojne umjetnike. Iako je pejzaž građen slobodnim potezima i blago razloženom formom, prostorni odnosi, proporcije i perspektiva ostaju gotovo fotografski precizni. Planinski masivi u pozadini i vodena površina Bokokotorskog zaliva oblikovani su ekspresivnim nanosima boje. Kolorit je suzdržan i prozračan, zasnovan na sivkastim, svijetloplavim i zemljanim tonovima, sa diskretnim toplim akcentima koji pojačavaju osjećaj svjetlosti i atmosfere. Otoci se pojavljuju kao mirni, stabilni orijentiri u prostoru, uronjeni u tišinu zaliva."		"Filip Janković;"				
"42.43972779342872, 18.762774292050935"	1651	"Dobrota"	"Filip"	"Janković"	2003	"ulje na platnu"	"60x75"				"Ova slika sa motivom kuće u Dobroti predstavlja primjer lirskog i intimističkog pristupa pejzažu, tipičnog za kasniju fazu autorovog opusa. Motiv je prepoznatljiv, ali građen slobodno kroz razlomljene forme arhitekture, vegetacije i planinskog masiva u pozadini. Pejzaž se razvija kao spoj realnog prizora i ličnog doživljaja, u kojem se priroda i naselje stapaju u jedinstvenu, blago idealizovanu viziju prostora.
U ovom radu svjedočimo autorovom majstorskom korišćenju neoslikanih površina, odnosno bjeline platna, koja nije praznina već aktivni dio slikarske strukture. Slobodni, energični potezi i diskretni koloristički akcenti postavljeni su upravo u odnosu prema toj bjelini, čime se pojačava osjećaj luminizma i prozračnosti. Ova bjelina funkcioniše kao svjetlosni i prostorni regulator, omogućavajući motivima da „dišu“ i zadrže sugestiju dinamike prizora kakvu bi posmatrač imao prolazeći kroz naslikani prostor."		"Filip Janković;"				
"42.4517087337631, 18.534626035194307"	1652	"Herceg Novi"	"Filip"	"Janković"	2006	"ulje na platnu"	"50x60"				"Pogled na tvrđavu Forte Mare sa terase gradske kafane. Urbanistička struktura grada i silueta tvrđave tek su naznačene, dok se pejzaž gradi kroz slojevite, slobodne poteze i razlomljene kolorističke mase, čiju strukturu drži ritam krovova koji se smjenjuju u perspektivi. Posebno je zanimljiv tretman vegetacije, izveden izrazito ekspresivno, ali i dalje jasno prepoznatljivo: palme, čempresi i mediteransko zelenilo razlažu se u ritmične poteze koji povezuju arhitekturu i prirodu u čvrstu, a ipak prozračnu slikarsku cjelinu."		"Filip Janković;"				
"42.27963508755896, 18.883035683824602"	1653	"Iz Rafailovića"	"Filip"	"Janković"	2005	"ulje na platnu"	"37x50"				"Treća slika Filipa Jankovića iz Rafailovića prikazuje fasadni niz koji, nakon dvadeset godina, više ne postoji. Gledane danas, ove slike dobijaju dodatno značenje kao vizuelna svjedočanstva prostora koji se u međuvremenu drastično promijenio. Anonimnu, ali ipak skromnu turističku arhitekturu zamijenile su masivne građevinske strukture sa desetinama apartmana, čineći nekadašnje prizore gotovo neprepoznatljivim. U tom smislu, slikarstvo ovdje prevazilazi estetsku funkciju i postaje svjedok promjena u kulturnom pejzažu i procesa njegove devastacije usljed pretjerane urbanizacije, pri čemu se Rafailovići nameću kao jedan od najtužnijih primjera takvog razvoja."		"Filip Janković;"				
"42.27957557516793, 18.882770959742146"	1654	"Iz Rafailovića"	"Filip"	"Janković"	2002	"ulje na platnu"	"37x50"				"Ova slika polazi od izbora naizgled krajnje neinspirativnog motiva — pogleda na uski, fragmentarni prostor otvorenog pejzaža prema ostrvu Sveti Nikola u tada novosagrađenoj turističkoj arhitekturi Rafailovića. Autor se ne okreće reprezentativnim vizurama, već perifernim prizorima svakodnevice: anonimnim kućama, improvizovanim prilazima i privremenim prostornim rješenjima. Upravo takav izbor svjedoči o njegovom senzibilitetu i sposobnosti da poetizuje banalne scene, pretvarajući ih u lirski zapis jednog prolaznog ambijenta."		"Filip Janković;"				
"42.4237956275847, 18.771471950919263"	1655	"Kotor"	"Filip"	"Janković"	2002	"ulje na platnu"	"60x70"				"Ova slika bilježi atmosferu živosti gradskog trga, sa posjetiocima okupljenim u kafiću, u „bazenu“ svjetla koje reflektuju okolne građevine. Pejzaž i urbani ambijent stapaju se u jedinstvenu cjelinu, a pažnja se usmjerava na ritam arhitektonskih masa, otvore prozora i vrata, stepeništa, kao i na prisustvo ljudskih figura koje prizoru daju mjeru života i neposrednosti. Arhitektura je naznačena slobodno i bez deskriptivnih detalja, ali, kao što je to često slučaj kod ovog autora, izuzetno precizno – svi elementi su prepoznatljivi i tačno pozicionirani.
Ovaj prizor danas nosi i dodatni sloj značenja, jer prethodi periodu intenzivnog turističkog pritiska koji je doveo do postepenog pražnjenja istorijskih gradskih jezgara od svakodnevnog života. U tom smislu, slika ne predstavlja samo zabilješku jednog trenutka, već i svjedočanstvo o prostoru prije njegove transformacije, kada je gradski trg još uvijek bio mjesto boravka, razgovora i spontanog okupljanja, a ne isključivo kulisa turističke potrošnje."		"Filip Janković;"				
"42.4667650357647, 19.268739027017794"	1656	"Morača kod Duklje"	"Filip"	"Janković"	2001	"ulje na platnu"	"37x50"						"Filip Janković;"				
	1657	"Most na Morači"	"Filip"	"Janković"	1999	"ulje na platnu"	"60x75"						"Filip Janković; Morača"				
	1658	"Most na Ribnici"	"Filip"	"Janković"	1998	"ulje na platnu"	"60x70"						"Filip Janković;"				
"42.4866395303403, 18.70037890857326"	1659	"Perast"	"Filip"	"Janković"	2002	"ulje na platnu"	"70x90"				"Pogled na Perast i ostrva u zalivu građen je slobodno, slikarski rasterećeno, ali uz jasnu svijest o prostornim odnosima i karakterističnoj topografiji pejzaža. Cjelokupan sadržaj sveden je na mekane, razlomljene volumene koji se stapaju u sugestivnu atmosferu tišine i ravnoteže. Kolorit je suzdržan i prozračan, oslonjen na hladne plavičasto-sive i zelenkaste tonove, sa diskretnim toplim akcentima koji stabilizuju kompoziciju. Uprkos dosljednosti viđenom i lakoći slikarskog tretmana, prizor zadržava snažan osjećaj doživljaja prostora, potvrđujući autorovu sposobnost da kroz ekonomičan gest i reduciranu formu izgradi pejzaž koji djeluje istovremeno realno i lirski."		"Filip Janković; Perast"				
"42.431919186527, 19.2194654990458"	1660	"Podgorica"	"Filip"	"Janković"	1980	"ulje na platnu"	"75x95"				"Pogled na Titograda nastaje iz neposrednog okruženja u kojem autor živi, nosi obilježja rane faze njegovog pejzažnog slikarstva. Pogled je usmjeren ka gradskom prostoru obilježenom industrijskim i infrastrukturnim reperima, koji su tek naznačeni i uklopljeni u širi pejzažni kontekst. Prostor se gradi mekim, razlivenim nanosima boje, pri čemu se grad i priroda međusobno prožimaju, bez oštre granice između urbanog i prirodnog ambijenta. Kolorit je suzdržan i prigušen, oslonjen na sivkaste, zemljane i blago hladne tonove."		"Filip Janković; Podgorica"				
"42.2796341492381, 18.883021646391594"	1661	"Primorski motiv"	"Filip"	"Janković"	2005	"ulje na platnu"	"37x50"				"U drugom radu iz ovog niza, nastalom tri godine kasnije, pejzaž se dodatno razlaže i otvara, gradeći se kroz slobodne, skraćene poteze i aktivno prisustvo bjeline platna. Uski prostori između objekata, naznačeni putevi i vegetacija bez jasnih granica oblikuju prizor bez čvrstog centra. Iako je arhitektura lišena identitetskih obilježja, slikarski gest i ritam kompozicije unose osjećaj mjere i tihe ravnoteže, izvlačeći možda posljednje preostalo zrnce mediteranskog duha iz prikazanog prizora."		"Filip Janković;"				
"42.28058647947902, 18.87988239547283"	1662	"Rafailovići"	"Filip"	"Janković"	2005	"ulje na platnu"	"80x75"				"Pejzaž je građen slobodnim, razlomljenim potezima, uz naglašeno prisustvo vegetacije koja preuzima ulogu nosioca kompozicije. Usamljena palma na trotoaru i zelenilo u pozadini uspostavljaju vizuelni centar prizora, dok je arhitektura svedena na naznake, djelimično potisnuta i fragmentisana. Prikazan je prostor ispred dječijeg odmarališta u Rafailovićima, u svoje vrijeme dominantne građevine na ovom dijelu Bečićke plaže, danas gotovo nevidljive, sabijene među novoizgrađenim apartmanskim i hotelskim kompleksima. Kao i u drugim radovima iz ovog ciklusa, autor polazi od naizgled neinspirativnog motiva – anonimnog prostora svakodnevice, lišenog jasne ambijentalne vrijednosti i urbanističkog reda."		"Filip Janković;"				
"42.43810563338875, 19.26585136442503"	1663	"Ribnica kod banje"	"Filip"	"Janković"	1997	"ulje na platnu"	"30x49"				"Prikaz Gradskog kupatila (banje) građen je izrazito slobodnim, ekspresivnim slikarskim postupkom, u kojem se forma gotovo raspada u ritmu poteza i kolorističkih akcenata. Arhitektura je svedena na osnovne zapremine i tamnije akcentovane otvore, dok se okruženje – vegetacija, voda i teren – razlaže u dinamične apstraktne nanose boje. Uprkos visokom stepenu redukcije i gestualnosti, karakteristični arhitektonski elementi jasno omogućavaju identifikaciju lokacije. Slika funkcioniše na granici prepoznatljivog i apstraktnog, oslanjajući se više na sugestiju prostora i atmosfere nego na deskriptivni prikaz.

"	"Objekat Gradskog kupatila izgrađen je tridesetih godina 20. vijeka na ostacima starog turskog kupatila i zadržao je izrazite orijentalne arhitektonske elemente: uske, lučno završene prozore, kubeta i kupolu. Tokom vremena doživio je neobičnu sudbinu – izgradnjom novog mosta preko Ribnice ostao je „zarobljen“ ispod savremene infrastrukture, ali je, uprkos tome, u velikoj mjeri sačuvao svoju osnovnu formu."	"Filip Janković; Podgorica"				
	1664	"Ribnica"	"Filip"	"Janković"	1997	"ulje na platnu"	"33x49"						"Filip Janković; Podgorica"				
"42.437507723192894, 19.255929646392886"	1665	"Stara varoš"	"Filip"	"Janković"	1980	"ulje na platnu"	"60x80"				"Prikaz Stare varoši u Podgorici iz 1980. godine pripada ranoj fazi autorovog pejzažnog slikarstva i jasno odražava njegovo formiranje unutar tradicije crnogorskog modernog pejzaža. Motiv je sveden i nenametljiv, bez narativnog naglašavanja, a prostor građen mekim, razlivenim nanosima boje koji stapaju arhitekturu i okolinu u jedinstvenu cjelinu. Kolorit je prigušen, oslonjen na zemljane, sivkasto-zelene i oker tonove, sa diskretnim toplim akcentima na krovovima, što doprinosi osjećaju tišine i blage melanholije prizora."		"Filip Janković;"				
"42.48505249795225, 18.766479207987604"	1666	"Stari mlini"	"Filip"	"Janković"	2004	"ulje na platnu"	"75x60"				"Pogled je dat iz pravca Ljute prema Orahovcu, kroz jasno prepoznatljivu topografiju bokeljskog pejzaža. Riječ je o motivu koji je bio čest u putopisnom slikarstvu 19. vijeka, naročito zbog svoje preglednosti i snažnog odnosa između mora, naselja i planinskog masiva u pozadini. U ovom radu planovi su jasnije definisani i stabilnije organizovani nego što je to uobičajeno za autora, sa naglašenom prostornom dubinom. Posebnu ulogu imaju objekti u prvom planu — stari mlinovi — koji funkcionišu kao kompoziciono uporište i omogućavaju precizno sagledavanje odnosa između obale, vodene površine i planina. Iako slikarski rukopis ostaje slobodan i prozračan, kompozicija pokazuje veću dosljednost i približava se fotografskoj deskriptivnosti, zadržavajući pritom lirski karakter pejzaža."		"Filip Janković;"				
	1667		"Filip"	"Janković"	2005	"ulje na platnu"							"Filip Janković;"				
"42.479394974367, 19.302920106357135"	1668	"Morača"	"Filip"	"Janković"		"ulje na platnu"					"Prikazan je tok Morače kod mosta Smokovc, sveden na slobodne poteze i pročišćene kolorističke odnose. Rijeka je nosilac kompozicije, dok su stijene i obale naznačene gotovo geometrizovanim površinama boje. Ipak, utisak prostora ostaje iznenađujuće deskriptivan, s obzirom na slikarski tretman."		"Filip Janković; Morača"				
"42.363012032595165, 19.058908255048035"	1701	"Motiv sa Skadarskog jezera"	"Petar"	"Lubarda"	1958	"ulje na platnu"	"130x195"	"Skupština Crne Gore"		"Geoculture"	"Kompozicija je snažno apstrahovana i svedena na osnovne odnose boje i forme. Dominantno crveno polje u gornjoj zoni slike suprotstavljeno je hladnim sivim i ljubičastim tonovima pejzaža, dok se motiv planinskih masa i vijugavog toka Rijeke Crnojevića tek nazire kroz slojevite, energične nanose boje. Uprkos visokom stepenu apstrakcije, pejzaž nije lišen konkretne topografije – prepoznatljiva je karakteristična silueta brda iznad Vranjine. Ipak, odnosi elemenata ne teže topografskoj vjerodostojnosti: umjetnik slobodno pomjera i prilagođava forme, transformišući pejzaž u izraz unutrašnjeg doživljaja prostora, u kojem kolorit i ritam poteza imaju primarnu izražajnu ulogu."		"Petar Lubarda"				
"42.43441963266639, 18.857557750546942"	1702	"Porušeno selo Čekanje"	"Petar"	"Lubarda"	1948	"ulje na platnu"		"Vlada Crne Gore"		"Geoculture"	"Još jedna varijanta motiva sela Čekanja, kojem se Lubarda kontinuirano vraća. Kompoziciono srodne, ali koloristički različito tretirane slike iz ove serije ukazuju na proces postepenog oblikovanja njegove slikarske poetike, koja će se već nekoliko godina kasnije uobličiti u prepoznatljiv likovni izraz"		"Petar Lubarda"				
"42.388786740782905, 18.934331169887933"	1703	" Crna Greda"	"Petar"	"Lubarda"	1947	"ulje na platnu"	"70x100"	"Prijestonica Cetinje"		"Geoculture"	"Karakteristična stijena na samom ulazu u Cetinje pojavljuje se u više varijanti na Lubardinim slikama tokom više od jedne decenije. U ovim radovima umjetnik istražuje odnos dva ključna elementa – kupaste stijene i zavoja puta – po potrebi izostavljajući ili uključujući prateće motive poput kuća, vegetacije i ikoničke siluete Lovćena, koja je upravo na ovom mjestu, prije izgradnje savremene trase puta, dočekivala posjetioce na ulazu u Cetinje."		"Petar Lubarda"				
"42.38290037759116, 18.921941026090295"	1704	"Iz okoline Cetinja"	"Petar"	"Lubarda"	1952	"ulje na platnu"	"64x81"	"Predsjedništvo Crne Gore"		"Geoculture"	"Prikazan je pogled na grupu kuća u južnom dijelu Donjeg polja, na mjestu gdje je nekada započinjao put ka selu Bjeloši. Kompozicija je svedena i snažno stilizovana, sa kućama utisnutim u kameniti pejzaž, građen gustim, pastuoznim nanosima boje. Razlomljene planinske mase naglašavaju surovost prostora, dok crveni krovovi funkcionišu kao ritmički akcenti u gotovo apstrahovanoj strukturi pejzaža. Ovaj predio, tada još uvijek udaljen od gradskog jezgra, predstavljao je čest motiv slikara koji su radili na Cetinju."		"Petar Lubarda"				
"42.30335507379293, 18.898617989729438"	1705	"Kosmač"	"Petar"	"Lubarda"	1957	"ulje na platnu"	"81x100"	"Zavičajni muzej Nikšić"		"Geoculture"	"Tvrđava Kosmač jedan je od omiljenih Lubardinih motiva sa kraja pedesetih godina. U nizu slika na ovu temu može se pratiti razvoj slikarskog postupka kojim umjetnik povezuje linearne elemente, najčešće puteve, sa svedenim, ali i dalje prepoznatljivim formama pejzaža. U ovoj kompoziciji brdo sa tvrđavom tretirano je kao masivna, gotovo monolitna forma, izgrađena gustim, pastuoznim nanosima boje u svijetlim okerima i sivim tonovima, snažno suprotstavljenim dubokom plavetnilu neba. Arhitektura tvrđave i struktura kamenitog pejzaža postepeno se rastvaraju u slikarskoj materiji, naglašavajući osjećaj monumentalnosti i trajanja."		"Petar Lubarda"				
"42.277353083174596, 18.880843776308478"	1751	"Crnogorska plaža"	"Marko"	"Stupar"	2000	"gvaš na papiru"	"23,8x31,3"	"Muzej savremene umjetnosti republike Srpske"		"MSURS"	"Prikazana je živahna morska obala sa kupačima u plićaku, smještena ispod strmih, kamenitih stijena. Brzi, pastuozni potezi i svijetla, zasićena paleta naglašavaju ljetnju atmosferu, kretanje vode i neposredan doživljaj prirode."		"Marko Stupar; Budva"				
"42.2446271057567, 19.092580167611924"	1752	"Virpazar"	"Milan "	"Božović"	1957	"ulje na platnu"		"privatno vlasništvo"		"Geoculture"	"Prikaz Virpazara oblikovan je slobodnim, ekspresivnim potezom, u kojem se arhitektura i pejzaž stapaju u živu cjelinu. Most, rijeka i kuće nijesu precizno deskriptivni, već sugerisani kroz slojevite nanose boje i razlomljenu formu.  "		"Milan Božović"				
"42.38040014381945, 18.832711448353503"	1753	"Ivanova korita"	"Anastasija"	"Brajović"	1990	"ulje na platnu"	"80x100"	"privatno vlasništvo"		"Geoculture"	"Prikaz Ivanovih korita sa pogledom ka Jezerskom vrhu zasnovan je na slobodnom, ekspresivnom slikarskom postupku u kojem se pejzaž gradi širokim, gestualnim potezima i jasno razdvojenim kolorističkim poljima. Planinski masiv je sveden na osnovne volumene i tonske odnose, dok kontrast između svijetlog neba, tamnijih zelenih pojaseva šume i toplih okera u prvom planu stvara osjećaj prostranosti i planinske svježine."		"Anastasija Brajović; Lovćen"				
